"cell" "level1class"
"1272" "1772066073_C09" "pyramidal CA1"
"1273" "1772066076_B03" "pyramidal CA1"
"1274" "1772066080_A12" "pyramidal CA1"
"1275" "1772066073_B04" "pyramidal CA1"
"1276" "1772066076_E08" "pyramidal CA1"
"1277" "1772066097_D11" "pyramidal CA1"
"1278" "1772066080_F10" "pyramidal CA1"
"1279" "1772066101_A08" "pyramidal CA1"
"1280" "1772066073_E12" "pyramidal CA1"
"1281" "1772066096_F07" "pyramidal CA1"
"1282" "1772066073_A01" "pyramidal CA1"
"1283" "1772066073_C03" "pyramidal CA1"
"1284" "1772066102_F08" "pyramidal CA1"
"1285" "1772066099_D12" "pyramidal CA1"
"1286" "1772067057_A06" "pyramidal CA1"
"1287" "1772066102_B01" "pyramidal CA1"
"1288" "1772066097_F04" "pyramidal CA1"
"1289" "1772071036_B07" "pyramidal CA1"
"1290" "1772066099_D01" "pyramidal CA1"
"1291" "1772066107_F10" "pyramidal CA1"
"1292" "1772067076_E12" "pyramidal CA1"
"1293" "1772066099_E01" "pyramidal CA1"
"1294" "1772066102_A01" "pyramidal CA1"
"1295" "1772066097_D12" "pyramidal CA1"
"1296" "1772066073_D11" "pyramidal CA1"
"1297" "1772066101_A09" "pyramidal CA1"
"1298" "1772071044_D06" "pyramidal CA1"
"1299" "1772066107_C12" "pyramidal CA1"
"1300" "1772067058_A06" "pyramidal CA1"
"1301" "1772067076_C10" "pyramidal CA1"
"1302" "1772066097_A03" "pyramidal CA1"
"1303" "1772066107_A05" "pyramidal CA1"
"1304" "1772066097_A04" "pyramidal CA1"
"1305" "1772067057_B10" "pyramidal CA1"
"1306" "1772067057_B02" "pyramidal CA1"
"1307" "1772066070_C02" "pyramidal CA1"
"1308" "1772066076_F07" "pyramidal CA1"
"1309" "1772066100_A09" "pyramidal CA1"
"1310" "1772066102_B04" "pyramidal CA1"
"1311" "1772066073_G12" "pyramidal CA1"
"1312" "1772066099_G05" "pyramidal CA1"
"1313" "1772066073_C07" "pyramidal CA1"
"1314" "1772066077_D04" "pyramidal CA1"
"1315" "1772066100_C10" "pyramidal CA1"
"1316" "1772066089_E04" "pyramidal CA1"
"1317" "1772066073_B12" "pyramidal CA1"
"1318" "1772067076_G10" "pyramidal CA1"
"1319" "1772066102_F10" "pyramidal CA1"
"1320" "1772066077_G11" "pyramidal CA1"
"1321" "1772066096_D01" "pyramidal CA1"
"1322" "1772066102_D02" "pyramidal CA1"
"1323" "1772066108_D05" "pyramidal CA1"
"1324" "1772066102_A11" "pyramidal CA1"
"1325" "1772066102_D08" "pyramidal CA1"
"1326" "1772066110_D05" "pyramidal CA1"
"1327" "1772067058_A09" "pyramidal CA1"
"1328" "1772066099_B03" "pyramidal CA1"
"1329" "1772066073_B05" "pyramidal CA1"
"1330" "1772066099_A03" "pyramidal CA1"
"1331" "1772066089_D02" "pyramidal CA1"
"1332" "1772066073_B01" "pyramidal CA1"
"1333" "1772066108_B05" "pyramidal CA1"
"1334" "1772066102_F11" "pyramidal CA1"
"1335" "1772066089_B03" "pyramidal CA1"
"1336" "1772066107_D05" "pyramidal CA1"
"1337" "1772067076_B03" "pyramidal CA1"
"1338" "1772066076_B04" "pyramidal CA1"
"1339" "1772066107_F09" "pyramidal CA1"
"1340" "1772066099_H12" "pyramidal CA1"
"1341" "1772066102_E02" "pyramidal CA1"
"1342" "1772066108_G10" "pyramidal CA1"
"1343" "1772066099_B01" "pyramidal CA1"
"1344" "1772067057_C04" "pyramidal CA1"
"1345" "1772066102_E04" "pyramidal CA1"
"1346" "1772067094_F10" "pyramidal CA1"
"1347" "1772067094_C10" "pyramidal CA1"
"1348" "1772067096_H12" "pyramidal CA1"
"1349" "1772067093_C12" "pyramidal CA1"
"1350" "1772067093_D11" "pyramidal CA1"
"1351" "1772067093_C04" "pyramidal CA1"
"1352" "1772067093_F12" "pyramidal CA1"
"1353" "1772067096_E06" "pyramidal CA1"
"1354" "1772067094_C11" "pyramidal CA1"
"1355" "1772067096_E08" "pyramidal CA1"
"1356" "1772067094_G05" "pyramidal CA1"
"1357" "1772067093_F02" "pyramidal CA1"
"1358" "1772067093_A07" "pyramidal CA1"
"1359" "1772067054_E11" "pyramidal CA1"
"1360" "1772067096_A03" "pyramidal CA1"
"1361" "1772067054_H05" "pyramidal CA1"
"1362" "1772067082_F11" "pyramidal CA1"
"1363" "1772067082_A06" "pyramidal CA1"
"1364" "1772071044_C11" "pyramidal CA1"
"1365" "1772067093_C03" "pyramidal CA1"
"1366" "1772067082_F08" "pyramidal CA1"
"1367" "1772066100_B01" "pyramidal CA1"
"1368" "1772067058_B11" "pyramidal CA1"
"1369" "1772066074_E02" "pyramidal CA1"
"1370" "1772066098_C01" "pyramidal CA1"
"1371" "1772066097_A02" "pyramidal CA1"
"1372" "1772066076_G08" "pyramidal CA1"
"1373" "1772066107_C05" "pyramidal CA1"
"1374" "1772066073_B09" "pyramidal CA1"
"1375" "1772067082_D12" "pyramidal CA1"
"1376" "1772067083_D08" "pyramidal CA1"
"1377" "1772067094_F11" "pyramidal CA1"
"1378" "1772067093_D03" "pyramidal CA1"
"1379" "1772067094_E03" "pyramidal CA1"
"1380" "1772067054_E06" "pyramidal CA1"
"1381" "1772067096_E10" "pyramidal CA1"
"1382" "1772067096_B10" "pyramidal CA1"
"1383" "1772067054_H11" "pyramidal CA1"
"1384" "1772067094_D12" "pyramidal CA1"
"1385" "1772067094_D08" "pyramidal CA1"
"1386" "1772067094_H10" "pyramidal CA1"
"1387" "1772067054_A09" "pyramidal CA1"
"1388" "1772067054_A03" "pyramidal CA1"
"1389" "1772067054_E04" "pyramidal CA1"
"1390" "1772067054_D05" "pyramidal CA1"
"1391" "1772066100_E05" "pyramidal CA1"
"1392" "1772066100_A06" "pyramidal CA1"
"1393" "1772067093_A10" "pyramidal CA1"
"1394" "1772067058_A08" "pyramidal CA1"
"1395" "1772067076_F11" "pyramidal CA1"
"1396" "1772066103_G10" "pyramidal CA1"
"1397" "1772067058_G05" "pyramidal CA1"
"1398" "1772066104_H05" "pyramidal SS"
"1399" "1772066098_C05" "pyramidal CA1"
"1400" "1772066073_D04" "pyramidal CA1"
"1401" "1772066074_D02" "pyramidal CA1"
"1402" "1772066095_A04" "pyramidal CA1"
"1403" "1772067094_C09" "pyramidal CA1"
"1404" "1772067094_F03" "pyramidal CA1"
"1405" "1772071044_G12" "pyramidal CA1"
"1406" "1772067096_G12" "pyramidal CA1"
"1407" "1772067054_H12" "pyramidal CA1"
"1408" "1772067093_G11" "pyramidal CA1"
"1409" "1772067094_A06" "pyramidal CA1"
"1410" "1772066103_D12" "pyramidal CA1"
"1411" "1772067093_A01" "pyramidal CA1"
"1412" "1772067096_E11" "pyramidal CA1"
"1413" "1772066101_C11" "pyramidal CA1"
"1414" "1772066107_F08" "pyramidal CA1"
"1415" "1772067082_F01" "pyramidal CA1"
"1416" "1772071035_C08" "pyramidal CA1"
"1417" "1772066101_E05" "pyramidal CA1"
"1418" "1772067082_A01" "pyramidal CA1"
"1419" "1772066098_G10" "pyramidal CA1"
"1420" "1772066076_B08" "pyramidal CA1"
"1421" "1772066074_E03" "pyramidal CA1"
"1422" "1772066104_G09" "pyramidal SS"
"1423" "1772066101_F12" "pyramidal CA1"
"1424" "1772066073_E08" "pyramidal CA1"
"1425" "1772066102_H03" "pyramidal CA1"
"1426" "1772066107_E12" "pyramidal CA1"
"1427" "1772067057_F10" "pyramidal CA1"
"1428" "1772066100_C08" "pyramidal CA1"
"1429" "1772067083_D03" "pyramidal CA1"
"1430" "1772071044_C08" "pyramidal CA1"
"1431" "1772066095_H08" "pyramidal CA1"
"1432" "1772067054_A05" "pyramidal CA1"
"1433" "1772067054_B07" "pyramidal CA1"
"1434" "1772067058_H08" "pyramidal CA1"
"1435" "1772066073_E02" "pyramidal CA1"
"1436" "1772066100_F04" "pyramidal CA1"
"1437" "1772071044_A08" "pyramidal CA1"
"1438" "1772066098_D03" "pyramidal CA1"
"1439" "1772066103_F12" "pyramidal CA1"
"1440" "1772067058_F05" "pyramidal CA1"
"1441" "1772066074_B03" "pyramidal CA1"
"1442" "1772066097_E04" "pyramidal CA1"
"1443" "1772066096_D04" "pyramidal CA1"
"1444" "1772066076_D10" "pyramidal CA1"
"1445" "1772066096_E03" "pyramidal CA1"
"1446" "1772066102_F03" "pyramidal CA1"
"1447" "1772066076_F10" "pyramidal CA1"
"1448" "1772066100_D11" "pyramidal CA1"
"1449" "1772066101_C07" "pyramidal CA1"
"1450" "1772066100_A03" "pyramidal CA1"
"1451" "1772067076_G09" "pyramidal CA1"
"1452" "1772067058_A01" "pyramidal CA1"
"1453" "1772067093_C07" "pyramidal CA1"
"1454" "1772066070_F01" "pyramidal CA1"
"1455" "1772067094_G04" "pyramidal CA1"
"1456" "1772067054_B10" "pyramidal CA1"
"1457" "1772067058_G08" "pyramidal CA1"
"1458" "1772066100_F05" "pyramidal CA1"
"1459" "1772066077_H06" "pyramidal CA1"
"1460" "1772071044_E05" "pyramidal CA1"
"1461" "1772071035_C05" "pyramidal CA1"
"1462" "1772066103_C03" "pyramidal CA1"
"1463" "1772066100_A10" "pyramidal CA1"
"1464" "1772071036_A05" "pyramidal CA1"
"1465" "1772066096_E01" "pyramidal CA1"
"1466" "1772066080_G02" "pyramidal CA1"
"1467" "1772066101_E12" "pyramidal CA1"
"1468" "1772066098_D02" "pyramidal CA1"
"1469" "1772066107_B11" "pyramidal CA1"
"1470" "1772066098_H05" "pyramidal CA1"
"1471" "1772066100_B07" "pyramidal CA1"
"1472" "1772066104_A04" "pyramidal SS"
"1473" "1772066101_C12" "pyramidal CA1"
"1474" "1772066101_G10" "pyramidal CA1"
"1475" "1772066073_F09" "pyramidal CA1"
"1476" "1772066102_B07" "pyramidal CA1"
"1477" "1772066102_E05" "pyramidal CA1"
"1478" "1772066102_F05" "pyramidal CA1"
"1479" "1772066100_F10" "pyramidal CA1"
"1480" "1772066098_C03" "pyramidal CA1"
"1481" "1772066098_E03" "pyramidal CA1"
"1482" "1772071035_F05" "pyramidal CA1"
"1483" "1772066095_F06" "pyramidal CA1"
"1484" "1772066101_C01" "pyramidal CA1"
"1485" "1772066097_H11" "pyramidal CA1"
"1486" "1772071036_G03" "pyramidal CA1"
"1487" "1772066098_D05" "pyramidal CA1"
"1488" "1772066095_G03" "pyramidal CA1"
"1489" "1772066101_C08" "pyramidal CA1"
"1490" "1772066101_D08" "pyramidal CA1"
"1491" "1772066095_B11" "pyramidal CA1"
"1492" "1772066097_C10" "pyramidal CA1"
"1493" "1772066096_D10" "pyramidal CA1"
"1494" "1772066098_H06" "pyramidal CA1"
"1495" "1772066101_D03" "pyramidal CA1"
"1496" "1772066096_E05" "pyramidal CA1"
"1497" "1772066098_A06" "pyramidal CA1"
"1498" "1772066080_H05" "pyramidal CA1"
"1499" "1772066098_F07" "pyramidal CA1"
"1500" "1772066098_B02" "pyramidal CA1"
"1501" "1772066099_F12" "pyramidal CA1"
"1502" "1772066090_F11" "pyramidal CA1"
"1503" "1772066080_B01" "pyramidal CA1"
"1504" "1772066107_B05" "pyramidal CA1"
"1505" "1772067057_H05" "pyramidal CA1"
"1506" "1772066102_F06" "pyramidal CA1"
"1507" "1772066073_B08" "pyramidal CA1"
"1508" "1772066100_G02" "pyramidal CA1"
"1509" "1772066098_E02" "pyramidal CA1"
"1510" "1772066097_A05" "pyramidal CA1"
"1511" "1772066073_D10" "pyramidal CA1"
"1512" "1772066098_E09" "pyramidal CA1"
"1513" "1772071036_E01" "pyramidal CA1"
"1514" "1772066101_G04" "pyramidal CA1"
"1515" "1772066098_D09" "pyramidal CA1"
"1516" "1772066096_B10" "pyramidal CA1"
"1517" "1772066104_A01" "pyramidal SS"
"1518" "1772066097_D06" "pyramidal CA1"
"1519" "1772066098_A08" "pyramidal CA1"
"1520" "1772066097_D07" "pyramidal CA1"
"1521" "1772066107_H12" "pyramidal CA1"
"1522" "1772066089_H10" "pyramidal CA1"
"1523" "1772066101_H01" "pyramidal CA1"
"1524" "1772066076_C05" "pyramidal CA1"
"1525" "1772066101_D02" "pyramidal CA1"
"1526" "1772066089_B02" "pyramidal CA1"
"1527" "1772066080_B12" "pyramidal CA1"
"1528" "1772067076_A09" "pyramidal CA1"
"1529" "1772066096_G02" "pyramidal CA1"
"1530" "1772066097_F12" "pyramidal CA1"
"1531" "1772066080_E06" "pyramidal CA1"
"1532" "1772066073_F04" "pyramidal CA1"
"1533" "1772066096_F09" "pyramidal CA1"
"1534" "1772066074_B01" "pyramidal CA1"
"1535" "1772066098_F02" "pyramidal CA1"
"1536" "1772066095_D01" "pyramidal CA1"
"1537" "1772066098_A02" "pyramidal CA1"
"1538" "1772066101_D11" "pyramidal CA1"
"1539" "1772066098_H04" "pyramidal CA1"
"1540" "1772066100_A11" "pyramidal CA1"
"1541" "1772066074_B08" "pyramidal CA1"
"1542" "1772066099_B10" "pyramidal CA1"
"1543" "1772066080_C05" "pyramidal CA1"
"1544" "1772066099_C05" "pyramidal CA1"
"1545" "1772066089_G12" "pyramidal CA1"
"1546" "1772066099_H03" "pyramidal CA1"
"1547" "1772066080_D01" "pyramidal CA1"
"1548" "1772066070_A05" "pyramidal CA1"
"1549" "1772066073_H01" "pyramidal CA1"
"1550" "1772066101_F05" "pyramidal CA1"
"1551" "1772066098_E01" "pyramidal CA1"
"1552" "1772066097_E12" "pyramidal CA1"
"1553" "1772066095_B10" "pyramidal CA1"
"1554" "1772066096_C05" "pyramidal CA1"
"1555" "1772066089_B10" "pyramidal CA1"
"1556" "1772066101_F11" "pyramidal CA1"
"1557" "1772066074_A01" "pyramidal CA1"
"1558" "1772066097_C11" "pyramidal CA1"
"1559" "1772066073_C10" "pyramidal CA1"
"1560" "1772066101_A04" "pyramidal CA1"
"1561" "1772066108_G05" "pyramidal CA1"
"1562" "1772066097_C05" "pyramidal CA1"
"1563" "1772066107_B12" "pyramidal CA1"
"1564" "1772066089_F09" "pyramidal CA1"
"1565" "1772066099_F05" "pyramidal CA1"
"1566" "1772066090_B10" "pyramidal CA1"
"1567" "1772066095_C01" "pyramidal CA1"
"1568" "1772066096_E12" "pyramidal CA1"
"1569" "1772066098_E05" "pyramidal CA1"
"1570" "1772066102_D05" "pyramidal CA1"
"1571" "1772066089_G05" "pyramidal CA1"
"1572" "1772066076_A03" "pyramidal CA1"
"1573" "1772066097_A11" "pyramidal CA1"
"1574" "1772066102_A12" "pyramidal CA1"
"1575" "1772066100_E09" "pyramidal CA1"
"1576" "1772066070_H05" "pyramidal CA1"
"1577" "1772066089_G10" "pyramidal CA1"
"1578" "1772067076_H04" "pyramidal CA1"
"1579" "1772066103_A05" "pyramidal CA1"
"1580" "1772066095_C03" "pyramidal CA1"
"1581" "1772066089_F11" "pyramidal CA1"
"1582" "1772066073_A10" "pyramidal CA1"
"1583" "1772066097_G10" "pyramidal CA1"
"1584" "1772066098_C09" "pyramidal CA1"
"1585" "1772066097_H03" "pyramidal CA1"
"1586" "1772066096_A01" "pyramidal CA1"
"1587" "1772067057_D10" "pyramidal CA1"
"1588" "1772066097_H10" "pyramidal CA1"
"1589" "1772066095_C06" "pyramidal CA1"
"1590" "1772066095_B09" "pyramidal CA1"
"1591" "1772066074_A09" "pyramidal CA1"
"1592" "1772066096_F01" "pyramidal CA1"
"1593" "1772066097_A06" "pyramidal CA1"
"1594" "1772066102_A10" "pyramidal CA1"
"1595" "1772066099_A08" "pyramidal CA1"
"1596" "1772066089_A09" "pyramidal CA1"
"1597" "1772066097_C02" "pyramidal CA1"
"1598" "1772066102_A02" "pyramidal CA1"
"1599" "1772066074_D07" "pyramidal CA1"
"1600" "1772067057_C12" "pyramidal CA1"
"1601" "1772066099_B11" "pyramidal CA1"
"1602" "1772066076_E01" "pyramidal CA1"
"1603" "1772066073_C11" "pyramidal CA1"
"1604" "1772066074_F07" "pyramidal CA1"
"1605" "1772066101_C05" "pyramidal CA1"
"1606" "1772066096_G10" "pyramidal CA1"
"1607" "1772066099_H05" "pyramidal CA1"
"1608" "1772066097_B05" "pyramidal CA1"
"1609" "1772066095_H12" "pyramidal CA1"
"1610" "1772066076_A04" "pyramidal CA1"
"1611" "1772066080_H03" "pyramidal CA1"
"1612" "1772066102_G05" "pyramidal CA1"
"1613" "1772066080_G03" "pyramidal CA1"
"1614" "1772066073_F06" "pyramidal CA1"
"1615" "1772067057_C06" "pyramidal CA1"
"1616" "1772067076_A07" "pyramidal CA1"
"1617" "1772066098_C08" "pyramidal CA1"
"1618" "1772066097_B04" "pyramidal CA1"
"1619" "1772066107_G04" "pyramidal CA1"
"1620" "1772066099_G10" "pyramidal CA1"
"1621" "1772066089_G11" "pyramidal CA1"
"1622" "1772066097_G05" "pyramidal CA1"
"1623" "1772066096_F12" "pyramidal CA1"
"1624" "1772066073_C04" "pyramidal CA1"
"1625" "1772066089_D10" "pyramidal CA1"
"1626" "1772066099_G12" "pyramidal CA1"
"1627" "1772066097_A01" "pyramidal CA1"
"1628" "1772066099_A06" "pyramidal CA1"
"1629" "1772067057_G07" "oligodendrocytes"
"1630" "1772067076_C07" "oligodendrocytes"
"1631" "1772067064_G07" "oligodendrocytes"
"1632" "1772067070_D08" "oligodendrocytes"
"1633" "1772058177_D03" "oligodendrocytes"
"1634" "1772067074_C07" "oligodendrocytes"
"1635" "1772063070_G03" "oligodendrocytes"
"1636" "1772058177_D09" "oligodendrocytes"
"1637" "1772066080_G07" "oligodendrocytes"
"1638" "1772063063_C07" "oligodendrocytes"
"1639" "1772066080_D07" "oligodendrocytes"
"1640" "1772062114_G10" "oligodendrocytes"
"1641" "1772063061_G05" "oligodendrocytes"
"1642" "1772058171_C02" "oligodendrocytes"
"1643" "1772067063_D03" "oligodendrocytes"
"1644" "1772062111_F07" "oligodendrocytes"
"1645" "1772071036_G12" "oligodendrocytes"
"1646" "1772067070_A05" "oligodendrocytes"
"1647" "1772062111_H05" "oligodendrocytes"
"1648" "1772062114_A12" "oligodendrocytes"
"1649" "1772066095_B05" "oligodendrocytes"
"1650" "1772060226_F05" "oligodendrocytes"
"1651" "1772066098_C04" "oligodendrocytes"
"1652" "1772062115_A09" "oligodendrocytes"
"1653" "1772066090_F05" "oligodendrocytes"
"1654" "1772062109_A05" "oligodendrocytes"
"1655" "1772062116_B05" "oligodendrocytes"
"1656" "1772060240_A10" "oligodendrocytes"
"1657" "1772066070_G12" "oligodendrocytes"
"1658" "1772062115_D07" "oligodendrocytes"
"1659" "1772063063_F08" "oligodendrocytes"
"1660" "1772060224_G07" "oligodendrocytes"
"1661" "1772060224_B04" "oligodendrocytes"
"1662" "1772062115_C01" "oligodendrocytes"
"1663" "1772066090_G12" "oligodendrocytes"
"1664" "1772060225_A11" "oligodendrocytes"
"1665" "1772066108_A08" "oligodendrocytes"
"1666" "1772063078_B09" "oligodendrocytes"
"1667" "1772063062_E07" "oligodendrocytes"
"1668" "1772062115_G09" "oligodendrocytes"
"1669" "1772063078_A11" "oligodendrocytes"
"1670" "1772060225_A05" "oligodendrocytes"
"1671" "1772062115_F08" "oligodendrocytes"
"1672" "1772062128_B02" "oligodendrocytes"
"1673" "1772058177_E11" "oligodendrocytes"
"1674" "1772067059_D12" "oligodendrocytes"
"1675" "1772063061_A09" "oligodendrocytes"
"1676" "1772058177_A06" "oligodendrocytes"
"1677" "1772058171_F09" "oligodendrocytes"
"1678" "1772058171_B01" "oligodendrocytes"
"1679" "1772058177_E10" "oligodendrocytes"
"1680" "1772058171_H07" "oligodendrocytes"
"1681" "1772067073_B03" "oligodendrocytes"
"1682" "1772067069_H05" "oligodendrocytes"
"1683" "1772063063_E07" "oligodendrocytes"
"1684" "1772067069_B03" "oligodendrocytes"
"1685" "1772067074_E07" "oligodendrocytes"
"1686" "1772067069_F06" "oligodendrocytes"
"1687" "1772060240_C09" "oligodendrocytes"
"1688" "1772071044_G06" "oligodendrocytes"
"1689" "1772063063_F03" "oligodendrocytes"
"1690" "1772063063_B04" "oligodendrocytes"
"1691" "1772067060_A02" "oligodendrocytes"
"1692" "1772067059_F05" "oligodendrocytes"
"1693" "1772066098_B11" "oligodendrocytes"
"1694" "1772063061_A11" "oligodendrocytes"
"1695" "1772063063_C02" "oligodendrocytes"
"1696" "1772060240_F11" "oligodendrocytes"
"1697" "1772063063_F05" "oligodendrocytes"
"1698" "1772060225_F06" "oligodendrocytes"
"1699" "1772063063_F10" "oligodendrocytes"
"1700" "1772060225_E07" "oligodendrocytes"
"1701" "1772060225_D10" "oligodendrocytes"
"1702" "1772060225_B07" "oligodendrocytes"
"1703" "1772063063_E10" "oligodendrocytes"
"1704" "1772060226_G12" "oligodendrocytes"
"1705" "1772060226_F10" "oligodendrocytes"
"1706" "1772066077_A06" "oligodendrocytes"
"1707" "1772062109_B08" "oligodendrocytes"
"1708" "1772063079_C10" "oligodendrocytes"
"1709" "1772060225_H11" "oligodendrocytes"
"1710" "1772062111_F10" "oligodendrocytes"
"1711" "1772066090_A04" "oligodendrocytes"
"1712" "1772066110_F08" "oligodendrocytes"
"1713" "1772062111_F05" "oligodendrocytes"
"1714" "1772058177_D02" "oligodendrocytes"
"1715" "1772062128_F06" "oligodendrocytes"
"1716" "1772066110_H11" "oligodendrocytes"
"1717" "1772066099_E05" "oligodendrocytes"
"1718" "1772067076_B10" "oligodendrocytes"
"1719" "1772066077_H04" "oligodendrocytes"
"1720" "1772066099_D10" "oligodendrocytes"
"1721" "1772066102_E10" "oligodendrocytes"
"1722" "1772062111_F11" "oligodendrocytes"
"1723" "1772062111_F06" "oligodendrocytes"
"1724" "1772062109_C06" "oligodendrocytes"
"1725" "1772062113_G05" "oligodendrocytes"
"1726" "1772062111_C08" "oligodendrocytes"
"1727" "1772062109_A03" "oligodendrocytes"
"1728" "1772062111_C01" "oligodendrocytes"
"1729" "1772062111_E06" "oligodendrocytes"
"1730" "1772062109_H10" "oligodendrocytes"
"1731" "1772066108_H11" "oligodendrocytes"
"1732" "1772063077_C03" "oligodendrocytes"
"1733" "1772062116_A12" "oligodendrocytes"
"1734" "1772062109_E07" "oligodendrocytes"
"1735" "1772066099_H01" "oligodendrocytes"
"1736" "1772062128_B11" "oligodendrocytes"
"1737" "1772062116_H06" "oligodendrocytes"
"1738" "1772062113_D10" "oligodendrocytes"
"1739" "1772062109_G03" "oligodendrocytes"
"1740" "1772062114_B01" "oligodendrocytes"
"1741" "1772062113_H02" "oligodendrocytes"
"1742" "1772063074_C02" "oligodendrocytes"
"1743" "1772062118_E08" "oligodendrocytes"
"1744" "1772066099_B12" "oligodendrocytes"
"1745" "1772063077_B07" "oligodendrocytes"
"1746" "1772066096_C01" "oligodendrocytes"
"1747" "1772062114_B10" "oligodendrocytes"
"1748" "1772062113_B09" "oligodendrocytes"
"1749" "1772062113_D01" "oligodendrocytes"
"1750" "1772062109_E08" "oligodendrocytes"
"1751" "1772062113_D08" "oligodendrocytes"
"1752" "1772062113_G12" "oligodendrocytes"
"1753" "1772066089_C04" "oligodendrocytes"
"1754" "1772062115_H08" "oligodendrocytes"
"1755" "1772062116_F01" "oligodendrocytes"
"1756" "1772062115_C03" "oligodendrocytes"
"1757" "1772067076_H05" "oligodendrocytes"
"1758" "1772062115_G07" "oligodendrocytes"
"1759" "1772066108_H05" "oligodendrocytes"
"1760" "1772066089_E05" "oligodendrocytes"
"1761" "1772062118_G05" "oligodendrocytes"
"1762" "1772071041_E05" "oligodendrocytes"
"1763" "1772063061_H11" "oligodendrocytes"
"1764" "1772067054_A11" "oligodendrocytes"
"1765" "1772067065_G08" "oligodendrocytes"
"1766" "1772071040_D02" "oligodendrocytes"
"1767" "1772071041_G10" "oligodendrocytes"
"1768" "1772067066_C04" "oligodendrocytes"
"1769" "1772071041_F05" "oligodendrocytes"
"1770" "1772063070_E07" "oligodendrocytes"
"1771" "1772063070_H07" "oligodendrocytes"
"1772" "1772071041_F06" "oligodendrocytes"
"1773" "1772067066_B04" "oligodendrocytes"
"1774" "1772067060_G06" "oligodendrocytes"
"1775" "1772067074_F09" "oligodendrocytes"
"1776" "1772071040_C12" "oligodendrocytes"
"1777" "1772071040_C10" "oligodendrocytes"
"1778" "1772058148_G09" "oligodendrocytes"
"1779" "1772067066_H05" "oligodendrocytes"
"1780" "1772067059_D11" "oligodendrocytes"
"1781" "1772066110_A04" "oligodendrocytes"
"1782" "1772067064_G04" "oligodendrocytes"
"1783" "1772067064_H01" "oligodendrocytes"
"1784" "1772067073_D10" "oligodendrocytes"
"1785" "1772067073_F06" "oligodendrocytes"
"1786" "1772071041_D10" "oligodendrocytes"
"1787" "1772058148_F07" "oligodendrocytes"
"1788" "1772067069_D04" "oligodendrocytes"
"1789" "1772058148_A01" "oligodendrocytes"
"1790" "1772058148_G08" "oligodendrocytes"
"1791" "1772067064_B10" "oligodendrocytes"
"1792" "1772071036_G02" "oligodendrocytes"
"1793" "1772063070_G01" "oligodendrocytes"
"1794" "1772067070_H09" "oligodendrocytes"
"1795" "1772058148_G11" "oligodendrocytes"
"1796" "1772067066_E12" "oligodendrocytes"
"1797" "1772067064_D10" "oligodendrocytes"
"1798" "1772067063_B07" "oligodendrocytes"
"1799" "1772062118_D03" "oligodendrocytes"
"1800" "1772067074_F05" "oligodendrocytes"
"1801" "1772071040_C04" "oligodendrocytes"
"1802" "1772063070_C06" "oligodendrocytes"
"1803" "1772058148_A03" "oligodendrocytes"
"1804" "1772058148_B08" "oligodendrocytes"
"1805" "1772058148_D07" "oligodendrocytes"
"1806" "1772067073_C02" "oligodendrocytes"
"1807" "1772067073_G10" "oligodendrocytes"
"1808" "1772062116_C06" "oligodendrocytes"
"1809" "1772062116_A02" "oligodendrocytes"
"1810" "1772062116_G03" "oligodendrocytes"
"1811" "1772062118_D02" "oligodendrocytes"
"1812" "1772067073_E11" "oligodendrocytes"
"1813" "1772063062_B03" "oligodendrocytes"
"1814" "1772071040_A06" "oligodendrocytes"
"1815" "1772058148_F02" "oligodendrocytes"
"1816" "1772058148_A10" "oligodendrocytes"
"1817" "1772067074_D12" "oligodendrocytes"
"1818" "1772066080_B04" "oligodendrocytes"
"1819" "1772062116_F05" "oligodendrocytes"
"1820" "1772067074_E11" "oligodendrocytes"
"1821" "1772067064_B06" "oligodendrocytes"
"1822" "1772067073_D01" "oligodendrocytes"
"1823" "1772067069_A09" "oligodendrocytes"
"1824" "1772071041_D06" "oligodendrocytes"
"1825" "1772071040_H06" "oligodendrocytes"
"1826" "1772071040_H10" "oligodendrocytes"
"1827" "1772062111_B11" "oligodendrocytes"
"1828" "1772067064_C08" "oligodendrocytes"
"1829" "1772067069_A02" "oligodendrocytes"
"1830" "1772060240_H04" "oligodendrocytes"
"1831" "1772062116_B06" "oligodendrocytes"
"1832" "1772063063_H07" "oligodendrocytes"
"1833" "1772067074_A11" "oligodendrocytes"
"1834" "1772062111_B02" "oligodendrocytes"
"1835" "1772067074_F04" "oligodendrocytes"
"1836" "1772063063_D08" "oligodendrocytes"
"1837" "1772071040_G11" "oligodendrocytes"
"1838" "1772063063_G10" "oligodendrocytes"
"1839" "1772071040_D04" "oligodendrocytes"
"1840" "1772062118_C04" "oligodendrocytes"
"1841" "1772062109_C12" "oligodendrocytes"
"1842" "1772062109_H04" "oligodendrocytes"
"1843" "1772071040_G05" "oligodendrocytes"
"1844" "1772060240_F06" "oligodendrocytes"
"1845" "1772071040_C11" "oligodendrocytes"
"1846" "1772067064_C10" "oligodendrocytes"
"1847" "1772063070_G06" "oligodendrocytes"
"1848" "1772062128_H02" "oligodendrocytes"
"1849" "1772062128_D03" "oligodendrocytes"
"1850" "1772063061_B12" "oligodendrocytes"
"1851" "1772058148_C02" "oligodendrocytes"
"1852" "1772062116_C11" "oligodendrocytes"
"1853" "1772063061_F04" "oligodendrocytes"
"1854" "1772060225_D12" "oligodendrocytes"
